0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
8343.json,true,Photo ID is not required for those who vote by mail.,elections,league-women-voters-texas-education-fund,,,none,0.0,0.0,0.0,0.0,0.0,a press release,1
5660.json,mostly-true,We have the lowest per-capita spending of any state in the nation except for South Dakota.,"state-budget,state-finances",stacey-abrams,"House Minority Leader, Georgia General Assembly",,democrat,0.0,0.0,0.0,2.0,0.0,a speech before the Atlanta Press Club,1
798.json,half-true,"Barack Obama was ""a trial attorney for ACORN.""",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a memo on campaign Web site,1
7449.json,mostly-true,"When I ran against incumbent President Gerald Ford, you know how much money we raised? None.",campaign-finance,jimmy-carter,,Georgia,democrat,3.0,0.0,2.0,2.0,0.0,an interview with CNN's Piers Morgan,1
1366.json,mostly-true,President Obama has the worst ratings of any president at the end of his first year.,"history,job-accomplishments",karl-rove,,Texas,republican,2.0,5.0,2.0,8.0,0.0,a 'Wall Street Journal' column,1
3246.json,mostly-true,"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.","florida,state-budget",joe-negron,State Senator,Florida,republican,0.0,0.0,1.0,1.0,0.0,a Health and Human Services Appropriations committee meeting,1
2887.json,true,"In Wisconsin, deaths from domestic violence are at the highest in 10 years.","crime,families",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,a news release,1
3008.json,half-true,Says there is a plan formulated by Chair (Lynn) Peterson and the cities in Clackamas County to further increase this fee in three years and split it up on projects between the county and cities.,taxes,mary-olson,Lake Oswego City Councilwoman,Oregon,none,0.0,0.0,1.0,0.0,0.0,in Clackamas County Board of Commissioners hearing ,1
8461.json,half-true,"For the state of Florida, there is not an additional cost with implementation of the Common Core standards.","education,state-budget",pam-stewart,interim commissioner of education,Florida,state-official,0.0,0.0,2.0,0.0,0.0,a public hearing in Tampa,1
5335.json,half-true,Twenty-five or 24 million people are out of work or stopped looking for work.,"economy,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an Atlanta campaign stop,1
12820.json,mostly-true,"Says Trump ties are made in China, not Colorado. Trump suits in Mexico, not Michigan. Trump furniture in Turkey, not Ohio. Trump picture frames in India, not Wisconsin.","candidates-biography,small-business",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech at the Democratic National Convention,1
246.json,true,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",crime,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a TV ad airing in Iowa.,1
4321.json,true,The proposed transportation bill could be the largest tax increase in Georgia history.,transportation,david-pennington,Mayor of Dalton,Georgia,none,1.0,0.0,0.0,0.0,0.0,a press conference,1
7646.json,half-true,"The Internal Revenue Service spent $60,000 on a Star Trek training video.",federal-budget,tom-graves,,,republican,1.0,0.0,5.0,0.0,1.0,a Twitter post,1
1882.json,mostly-true,"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",immigration,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a press releaase,1
4475.json,mostly-true,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.","economy,taxes",barbara-boxer,U.S. Senator,California,democrat,2.0,0.0,3.0,4.0,1.0,an interview on MSNBC,1
1643.json,true,"Actually, Reagan was a Democrat before he was a Republican.",candidates-biography,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a U.S. Senate primary debate on FOX News Sunday,1
9631.json,true,On immigration reform,"immigration,public-safety,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2.0,3.0,2.0,2.0,1.0,interviews,1
6483.json,mostly-true,"Says Jon Corzine gave away 14 percent raises over 4 years and he stood on the front steps of the Capitol at a public-sector union rally and said, I will fight to get you a great contract.",unions,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a video posted on YouTube,1
11845.json,mostly-true,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.,"state-budget,taxes",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a comment to a Tampa Bay Times reporter,1
390.json,true,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,candidates-biography,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Cleveland, Ohio",1
9000.json,true,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.","candidates-biography,legal-issues",larry-pressler,Candidate for U.S. Senate,South Dakota,independent,0.0,1.0,0.0,0.0,0.0,a campaign ad,1
2093.json,true,I never called for a partition of Iraq.,"iraq,abc-news-week",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"ABC's ""This Week""",1
2892.json,true,Said Republicans made historic gains in state legislatures during last months election,elections,national-review,,,none,0.0,0.0,0.0,0.0,0.0,National Review Online,1
12658.json,mostly-true,We got the highest vote count in the history of the Republican Party.,"candidates-biography,elections,history,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a speech in Raleigh, N.C.",1
5606.json,half-true,"Metro Atlantans spend over an hour every day or five hours a week commuting, for a total of 260 hours a year.","message-machine-2012,transportation",metro-atlanta-voter-education-network,,,none,0.0,0.0,1.0,0.0,0.0,in a TV ad,1
1625.json,half-true,"In Cover Florida ""thousands already enrolled and climbing.""",health-care,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a radio ad,1
9275.json,mostly-true,The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes.,religion,wilton-gregory,Archbishop,Georgia,none,0.0,0.0,0.0,1.0,0.0,"in the Georgia Bulletin, the Catholic newspaper",1
1014.json,true,The president of the United States ... agrees with me that marriage should be between a man and a woman.,gays-and-lesbians,miss-california-usa,Miss USA runner-up,California,none,0.0,0.0,0.0,0.0,0.0,a news conference.,1
4226.json,half-true,The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president.,"deficit,federal-budget,history",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,remarks from the White House,1
7570.json,true,Says PPS employees have paid their own PERS contributions for many years.,"education,pensions,unions,workers",portland-public-schools,School district,Oregon,none,0.0,0.0,1.0,1.0,0.0,a letter to Portlanders,1
10267.json,mostly-true,Every president since Eisenhower has taken executive action to address immigration issues.,"history,immigration",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a news release.,1
8934.json,true,Seventy percent of all uninsured live in households in which at least one person is working.,"families,health-care,workers",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a speech.,1
1346.json,mostly-true,"If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.","afghanistan,foreign-policy,iraq,military,taxes",paul-krugman,New York Times columnist,,none,0.0,2.0,3.0,4.0,0.0,ABC's 'This Week with George Stephanopoulos',1
2037.json,mostly-true,Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.,"immigration,legal-issues,abc-news-week",luis-gutierrez,U.S. House of Representatives,Illinois,democrat,0.0,0.0,2.0,3.0,0.0,an interview on ABC's 'This Week',1
11334.json,true,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,health-care,mary-mannix,President and CEO or Augusta Health,Virginia,business-leader,0.0,0.0,0.0,0.0,0.0,a news conference.,1
9363.json,mostly-true,"Milwaukee has seen an uptick in violence since 2010, and the only period of calm we get is when winter sets in.","crime,criminal-justice",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3.0,5.0,2.0,1.0,0.0,a news release,1
9451.json,mostly-true,"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty.","economy,history,income,poverty,welfare",jack-reed,U.S. Senator,Rhode Island,democrat,1.0,0.0,2.0,1.0,0.0,a speech on the floor of the U.S. Senate,1
4156.json,true,Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,redistricting,afl-cio,,,none,1.0,0.0,2.0,0.0,0.0,a blog posting,1
10418.json,mostly-true,A strong majority of Americans support the Keystone XL pipeline.,"energy,environment,infrastructure",joni-ernst,U.S. senator,Iowa,republican,2.0,1.0,1.0,1.0,0.0,the Republican response to the State of the Union address,1
10850.json,half-true,The lack of an automatic braking system that could have prevented the Philadelphia Amtrak crash wasnt driven by a lack of funding. It just takes a while. They (Congress) just passed it in the recent past.,"infrastructure,transportation",megyn-kelly,"Host of ""The Kelly File""",,talk-show-host,0.0,1.0,2.0,0.0,0.0,"a broadcast of ""The Kelly File""",1
1104.json,half-true,"Only 15 percent of drug users are African-American, yet 74 percent of all drug offenders sentenced to prison are black","crime,legal-issues,marijuana,pundits",arianna-huffington,"Founder, The Huffington Post",,none,0.0,0.0,2.0,3.0,0.0, This Week with George Stephanopoulos,1
10348.json,true,Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,energy,amy-klobuchar,U.S. senator,Minnesota,democrat,0.0,0.0,0.0,2.0,0.0,"comments on NBC's ""Meet the Press""",1
1960.json,mostly-true,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''",taxes,lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,"Lincoln Chafee, a posting on his website, Chafee for Governor",1
13001.json,half-true,"Under the current procedure, if someone on a terror watch list tries to buy a gun, authorities are notified.","crime,guns,terrorism",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a TV interview,1
12213.json,true,States with the highest gun ownership rates also have the highest suicide rates.,guns,myra-signer,"Executive director, National Alliance on Mental Illness Virginia",Virgiia,organization,0.0,0.0,0.0,0.0,0.0,a conference.,1
958.json,true,I don't do earmarks. I've never done one. I'm not going to do one.,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a news conference,1
4290.json,true,The governor having a meeting ... isnt covered by the open meetings act.,transparency,sam-olens,,Georgia,republican,0.0,1.0,1.0,1.0,0.0,a talk at the Atlanta Press Club,1
7477.json,half-true,Says his proposed education spending is the highest state funding level in Florida history.,education,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,his State of the State address,1
7595.json,true,Says 94 percent of (Marco Rubios) constituents support a universal background check.,guns,mark-kelly,,,newsmaker,0.0,0.0,1.0,0.0,0.0,an interview on 'Fox News Sunday',1
6061.json,mostly-true,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.","federal-budget,taxes",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,a memo to the media,1
1027.json,true,Nobody has ever escaped from one of our federal 'supermax' prisons.,terrorism,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech.,1
1216.json,true,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""","health-care,taxes",republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,a Web ad,1
9563.json,mostly-true,We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.,jobs,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news conference,1
8641.json,mostly-true,One-third of all bank tellers (are) on public assistance.,"economy,financial-regulation,poverty,workers",james-carville,political consultant,Louisiana,democrat,2.0,1.0,0.0,1.0,0.0,"comments on ABC's ""This Week""",1
309.json,half-true,Bill Clinton's peace dividend . . . cut the military 25 and 30 percent.,military,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,a Republican debate in Boca Raton.,1
5261.json,half-true,We wiped out a $3.6 billion deficit without raising taxes.,"job-accomplishments,state-budget,taxes",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a television ad,1
2664.json,half-true,Mr. Hurt would re-open that darn (Medicare) doughnut hole.,"medicare,message-machine",tom-perriello,lawyer,Virginia,democrat,0.0,2.0,1.0,0.0,0.0,a TV ad.,1
2780.json,true,Animal abuse is often an indicative trait of future acts of violence against humans.,crime,robert-brown,state senator,Georgia,democrat,1.0,1.0,0.0,0.0,0.0,press release,1
5872.json,true,There has not been a Democratic woman in Congress from New Jersey in almost four decades.,"elections,message-machine-2012",nia-gill,State Senator,New Jersey,democrat,0.0,0.0,0.0,0.0,0.0,an interview on NJToday,1
3734.json,true,The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,immigration,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech in El Paso,1
11356.json,true,"Six of the 10 richest counties in the United States surround Washington, D.C.","income,wealth",mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,a radio show.,1
13394.json,half-true,"The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.","ethics,transparency",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign rally ,1
998.json,true,"About halfway through fiscal year 2009, Washington has run out of money.",federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,an opinion piece.,1
13215.json,mostly-true,Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.,"taxes,voting-record,wealth",democratic-senatorial-campaign-committee,,,democrat,1.0,2.0,3.0,1.0,0.0,an ad,1
5709.json,true,The average age of members of the House of Representatives is 57 years old.,congress,weston-wamp,"Director of Communications for Lamp Post Group, a venture capital incubator in Chatt",Tennessee,republican,0.0,0.0,0.0,0.0,0.0,in a press release.,1
3335.json,true,"Most federal employees do not have collective bargaining for benefits, nor for pay.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview on NBC's 'Meet the Press',1
2902.json,true,On offshore oil drilling.,"energy,oil-spill",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,an interview on CNN.,1
6188.json,half-true,"No one in Rhode Island -- not just children, no one in Rhode Island -- should eat more than one serving of freshwater fish caught in our state each month.","animals,environment,food-safety,government-regulation,public-health",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech on the floor of the U.S. Senate,1
8940.json,half-true,"The prosecution of state Sen. Don Balfour cost less than $100, excluding prosecutors salaries.",ethics,lauren-kane,"Communications Director, Georgia Attorney General's Office",Georgia,republican,0.0,0.0,1.0,0.0,0.0,in email exchange with reporter,1
6512.json,mostly-true,Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.,"government-regulation,health-care,job-accomplishments,medicare,public-health",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,an interview,1
3900.json,true,Rhode Island continues to have the highest rates of substance abuse in the country.,"Alcohol,drugs,marijuana,public-health,states",ian-lang,"Chief strategy officer, The Providence Center",Rhode Island,newsmaker,0.0,0.0,0.0,0.0,0.0,a state Senate committee hearing,1
13472.json,half-true,"Texas AM University - Commerce offers counseling, safe spaces for students who are afraid of President-elect Trump.","education,elections",sid-miller,State agriculture commissioner,Texas,republican,1.0,2.0,2.0,0.0,1.0,a Facebook post,1
7770.json,half-true,"Wars in Afghanistan and Iraq have cost every U.S. family $45,000.","afghanistan,debt,iraq",cokie-roberts,"NPR contributor, ABC commentator",Maryland,journalist,1.0,0.0,2.0,2.0,0.0,television interview,1
2651.json,half-true,"Jerry Brown gave California state employees collective bargaining powers and now, state employees can retire at 55 with much of their salary for life.","message-machine,retirement,state-budget,workers",meg-whitman,,California,republican,0.0,1.0,1.0,1.0,0.0,a TV ad,1
11714.json,mostly-true,Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.,"military,terrorism",rob-wittman,Congressman,Virginia,republican,0.0,1.0,1.0,1.0,0.0,an interview.,1
10514.json,mostly-true,Oil companies can obtain an acre of public land for less than the price of a Big Mac.,"energy,environment,government-efficiency",center-western-priorities,,,democrat,0.0,0.0,0.0,1.0,0.0,a post on the organization's website,1
539.json,true,"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.","medicare,social-security",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Columbus, Ohio",1
12907.json,half-true,"Says his father-in-law, former Gov. Linwood Holton, integrated Virginia public schools.","civil-rights,education,history",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a speech,1
11627.json,true,"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.","foreign-policy,terrorism",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a speech at Georgetown University,1
9155.json,half-true,More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their familys plan.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a public address,1
6071.json,half-true,"As governor of Massachusetts, Romney reduced unemployment to just 4.7 percent.","economy,history,jobs,message-machine-2012,states",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign ad,1
6791.json,mostly-true,"Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000.",gambling,eugene-mckenna,"President, Citizens Concerned About Casino Gambling",Rhode Island,newsmaker,0.0,0.0,0.0,1.0,0.0,a forum on casino gambling,1
10005.json,mostly-true,"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested.","human-rights,islam,religion",reza-aslan,"Author, professor",California,none,0.0,0.0,0.0,1.0,0.0,"an interview on ""CNN Tonight""",1
5586.json,mostly-true,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.","health-care,job-accomplishments,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an Obama campaign film,1
4703.json,mostly-true,1.53 million jobs are at risk (from potential defense cuts).,"deficit,jobs,message-machine-2012,military",randy-forbes,Representative,Virginia,republican,1.0,0.0,4.0,3.0,0.0,a web ad.,1
12992.json,half-true,"The Clinton Foundation took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.","ethics,transparency",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,an interview on CNN.,1
12905.json,half-true,Says Hillary Clinton once wanted a wall on the Mexican border.,immigration,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign speech ,1
1334.json,half-true,"Obama ""closed offshore tax safe havens.""","economy,foreign-policy",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a widely circulated e-mail,1
8775.json,mostly-true,"On foreign policy, Joe Biden was against aid for Vietnam, said the fall of the Shah was a step forward for human rights in Iran, opposed Reagans defense build-up and voted against the first Gulf War.","bush-administration,foreign-policy,history,homeland-security,iraq,military",robert-gates,Secretary of Defense,,none,0.0,0.0,1.0,2.0,0.0,an interview with NPR,1
7716.json,mostly-true,"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.","federal-budget,transportation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference,1
4361.json,true,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,health-care,steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1.0,2.0,1.0,1.0,0.0,comments to Tallahassee residents,1
8048.json,mostly-true,"Since I was elected, crime rates have been at their lowest in over a decade.",crime,bill-foster,"Mayor, St. Petersburg",Florida,republican,1.0,0.0,2.0,2.0,0.0,a campaign brochure,1
3592.json,mostly-true,"For every [coyote] they kill, the population will replace and usually multiply.",environment,online-petition,,Rhode Island,none,0.0,0.0,0.0,1.0,0.0,an online petition,1
7892.json,mostly-true,Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,"civil-rights,legal-issues,terrorism",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,"an interview on ABC’s ""This Week""",1
5374.json,half-true,Says unemployment would be at 10 percent if people who have quit looking for work were included in federal labor force calculations.,"economy,jobs",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a news release,1
13259.json,mostly-true,Says Colorado congressional candidate Morgan Carroll voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.,"marijuana,welfare",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a TV ad ,1
1993.json,true,"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""",crime,dan-gelber,,Florida,democrat,2.0,2.0,1.0,3.0,0.0,his campaign blog,1
5232.json,true,Sherrod Brown has voted with Barack Obama 95 percent of the time.,voting-record,ohio-republican-party,,Ohio,republican,2.0,2.0,2.0,1.0,0.0,an interview with The Plain Dealer,1
8983.json,mostly-true,"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.",guns,moms-demand-action-gun-sense-america,advocacy group,Indiana,none,1.0,0.0,0.0,1.0,0.0,a news release,1
4334.json,mostly-true,"Over the last four years, 53 percent of black wealth has just disappeared.","diversity,economy,pundits,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,0.0,1.0,4.0,7.0,0.0,a comment on 'This Week with Christiane Amanpour',1
11968.json,mostly-true,Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.,"climate-change,transportation",sierra-club,,,none,2.0,1.0,0.0,1.0,0.0,a letter from Tampa Bay Group chairman Kent Bailey to Hillsborough County commissioners,1
5626.json,half-true,"Since Florida passed the stand your ground law in 2005, deaths due to self-defense have jumped over 250 percent.","crime,criminal-justice,guns",christopher-l-smith,State Senator,Florida,democrat,0.0,0.0,2.0,1.0,0.0,a press release,1
1547.json,true,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,federal-budget,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,1
10013.json,mostly-true,Republican House candidateMarilinda Garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check.,guns,americans-responsible-solutions,,,none,1.0,0.0,1.0,2.0,0.0,an ad,1
7865.json,half-true,"Says Americans invented Pong, Space Invaders and the iPhone.","economy,families,patriotism,science",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,the commencement address at Hillsdale College,1
12182.json,half-true,The rate of uninsured Americans (is) 8.8 percent.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Medium post,1
13479.json,mostly-true,"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",economy,carl-heastie,Assembly Speaker,New York,democrat,0.0,0.0,0.0,1.0,0.0,an article from WBFO,1
10769.json,true,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,"public-safety,transportation",billboard-spaghetti-junction,,Georgia,organization,0.0,1.0,0.0,0.0,0.0,state DOT road signs,1
4473.json,true,Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,environment,michael-skindell,State senator,Ohio,democrat,0.0,0.0,0.0,0.0,0.0,a news conference,1
11769.json,mostly-true,SaysBernie Sanders voted for what we call the Charleston Loophole.,guns,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the South Carolina Democratic debate,1
1137.json,mostly-true,"Obama's plan for health care reform ends exorbitant out-of-pocket expenses, deductibles or co-pays.",health-care,david-axelrod,,,democrat,2.0,1.0,6.0,7.0,0.0,a chain e-mail,1
10470.json,mostly-true,The No. 1 cause of childhood deaths is preventable accidents.,"children,public-health,public-safety",nationwide,,Ohio,none,0.0,0.0,0.0,1.0,0.0,an ad during the Super Bowl,1
2291.json,half-true,(Jeff) Atwaters bank was so weak that just a few months ago it was shut down by the FDIC.,"candidates-biography,financial-regulation,housing,message-machine",loranne-ausley,,Florida,democrat,0.0,1.0,1.0,0.0,0.0,a web ad.,1
1443.json,true,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,immigration,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a debate.,1
9920.json,mostly-true,57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,"city-budget,city-government,poverty",steve-adler,Mayor of Austin,Texas,democrat,1.0,1.0,1.0,2.0,1.0,a campaign web page,1
1745.json,true,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""","children,education,energy,state-budget",jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,a newspaper column,1
838.json,half-true,We are within the margin of error.,elections,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a TV interview,1
7369.json,half-true,State support for local schools per pupil has decreased by at least 25 percent over the past decade.,"education,state-budget",empowered-georgia,,Georgia,none,0.0,0.0,1.0,0.0,0.0,a chart,1
12674.json,half-true,Each [Corbett administration] budget finished in the black.,"economy,state-budget,state-finances,stimulus,taxes",mike-turzai,Speaker of the Pennsylvania House of Representatives,Pennsylvania,republican,0.0,0.0,1.0,0.0,0.0,an op-ed for PennLive,1
13212.json,mostly-true,"Says Hillary Clinton promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didnt they come, but they lost so many jobs.","candidates-biography,jobs",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign event in Fla.,1
3964.json,true,A couple of hundred American cities are infested by members of the Mexican cartels.,"crime,drugs,homeland-security",michael-cutler,,,newsmaker,0.0,0.0,0.0,0.0,0.0,"an appearance on the ""Helen Glover ShowV",1
9219.json,half-true,Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!,"city-government,crime",broward-county-police-benevolent-association,,Florida,none,0.0,0.0,1.0,0.0,0.0,a billboard,1
6920.json,half-true,Paul Ryan cut embassy security in his budget by $300 million below what we asked for.,"federal-budget,foreign-policy",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"the vice presidential debate in Danville, Ky.",1
9817.json,half-true,Ponzi schemer Scott Rothstein gave hundreds of thousands of campaign cash to control Crists appointments of key state judges.,"campaign-finance,ethics",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a TV ad,1
